Matchup,Best Strategy for abbasid_dynasty,Best Strategy for ayyubids,Best Strategy for byzantines,Best Strategy for chinese,Best Strategy for delhi_sultanate,Best Strategy for english,Best Strategy for french,Best Strategy for holy_roman_empire,Best Strategy for japanese,Best Strategy for jeanne_darc,Best Strategy for malians,Best Strategy for mongols,Best Strategy for order_of_the_dragon,Best Strategy for ottomans,Best Strategy for rus,Best Strategy for zhu_xis_legacy
"abbasid_dynasty vs abbasid_dynasty","Fast Feudal, 2 TC rush with camel archers (use House of Wisdom eco bonus; watch for early camel pressure; if uncontested, tech to Castle Age for Scholars)",,,,,,,,,,,,,,"Fast Feudal, 2 TC rush with camel archers (use House of Wisdom eco bonus; watch for early camel pressure; if uncontested, tech to Castle Age for Scholars)",
"abbasid_dynasty vs mongols","Rush camel archers, deny trade carts (watch for Mangudai; if no Mangudai, boom with 2 TCs and cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for Abbasid camels; if no rush, focus trade with steppes)",,
"abbasid_dynasty vs order_of_the_dragon","Camel archers with spears, counter knights (watch for siege units; if no knights, boom with 2 TCs and siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Abbasid camels; if no rush, siege with crossbowmen)",
"abbasid_dynasty vs ottomans","Rush camel archers, disrupt military schools (watch for early horsemen; if no push, 2 TC boom with siege)",,,,,,,,,,,,,,"Early horsemen from military schools, pressure eco (watch for camel archers; if countered, mass Janissaries with spears)",,
"abbasid_dynasty vs rus","2 TC boom, camels to counter horse archers (tap into eco bonus; watch for horse archers; if no archers, add siege rams)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for Abbasid camels; if no boom, hunt with boyars)",
"abbasid_dynasty vs zhu_xis_legacy","Fast Feudal, camel archers with House of Wisdom boost (watch for cavalry rush; if no rush, boom with 2 TCs and spears)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Abbasid camels; if no rush, dynasty with siege)"
"ayyubids vs abbasid_dynasty",,"Rush horsemen early, strike eco with speed advantage (watch for Abbasid camels; if no boom, mass Mamluks with archers)","Fast Feudal, camel archers vs raids (use House of Wisdom for eco; watch for horsemen; if no horsemen, boom with 2 TCs)",,,,,,,,,,,,,
"ayyubids vs ayyubids",,"Rush horsemen early, harass eco with swift raids (watch for horsemen; if no rush, mass Mamluks with siege)",,"Rush horsemen early, disrupt eco with quick strikes (watch for horsemen; if no rush, mass Mamluks with siege)",,,,,,,,,,,,
"ayyubids vs byzantines",,"Rush horsemen, target olive oil eco (exploit speed edge; watch for cataphracts; if no cavalry, mass Mamluks with siege)",,,"Fast Feudal, olive oil eco with cataphract rush (watch for Ayyubid horsemen; if no rush, mass cavalry with cisterns)",,,,,,,,,,,
"ayyubids vs chinese",,"Rush horsemen, kill scouts early (use rapid movement; watch for Nest of Bees; if no scouts, mass Mamluks with archers)",,,,"Dark Age scout harass, Nest of Bees rush (watch for Ayyubid horsemen; if no rush, fast Feudal with fire lancers)",,,,,,,,,,
"ayyubids vs delhi_sultanate",,"Rush horsemen, deny Scholar eco (watch for war elephants; if no elephants, mass Mamluks with siege)",,,,,"Fast Feudal, war elephants with Scholar push (boost gold eco; watch for Ayyubid horsemen; if no rush, fast Castle with towers)",,,,,,,,
"ayyubids vs english",,"Rush horsemen, harass farms (strike fast; watch for longbowmen; if no longbows, mass Mamluks with knights)",,,,,,"Mass longbowmen rush, early archer production (watch for Ayyubid horsemen; if no rush, turtle with man-at-arms)",,,,,,,
"ayyubids vs french",,"Rush horsemen, deny trade carts (exploit mobility; watch for knight rush; if no knights, mass Mamluks with archers)",,,,,,,"Fast knights rush, secure trade with eco strength (watch for Ayyubid horsemen; if no rush, fast Castle with trade posts)",,,,,,
"ayyubids vs holy_roman_empire",,"Rush horsemen, deny relic collection (use speed to disrupt; watch for prelate infantry; if no relics, mass Mamluks with siege)",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for Ayyubid horsemen; if no rush, boom with crossbowmen)",,,,,
"ayyubids vs japanese",,"Rush horsemen, counter samurai (hit quickly; watch for samurai; if no samurai, mass Mamluks with archers)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for Ayyubid horsemen; if no rush, mass samurai with monks)",,,,
"ayyubids vs jeanne_darc",,"Rush horsemen, disrupt eco (strike fast; watch for Jeanne’s knight conversions; if no knights, mass Mamluks with monks)",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for Ayyubid horsemen; if no rush, boom with monks)",,,
"ayyubids vs malians",,"Rush horsemen, kill cattle (exploit speed; watch for Musofadi; if no rush, mass Mamluks with siege)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for Ayyubid horsemen; if no rush, mass infantry with gold)",,
"ayyubids vs mongols",,"Rush horsemen, deny trade carts (move swiftly; watch for Mangudai; if no Mangudai, mass Mamluks with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for Ayyubid horsemen; if no rush, expand trade with steppes)",
"ayyubids vs order_of_the_dragon",,"Rush horsemen, counter knights (use quick raids; watch for siege units; if no knights, mass Mamluks with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Ayyubid horsemen; if no rush, siege with crossbowmen)",
"ayyubids vs ottomans",,"Rush horsemen, target military schools (strike fast; watch for Janissaries; if no early push, mass Mamluks with siege)",,,,,,,,,,,,,,"Siege engineering with rams, hold with Janissaries (watch for horsemen mobility; if no raids, add archers to counter Mamluks)",,
"ayyubids vs rus",,"Rush horsemen, kill hunters (exploit agility; watch for horse archers; if no archers, mass Mamluks with siege)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for Ayyubid horsemen; if no rush, hunt with boyars)",
"ayyubids vs zhu_xis_legacy",,"Rush horsemen, harass eco (move fast; watch for cavalry rush; if no rush, mass Mamluks with archers)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Ayyubid horsemen; if no rush, dynasty with siege)"
"byzantines vs abbasid_dynasty",,,"Fast Feudal, olive oil eco with cataphract rush (watch for Abbasid camels; if no boom, mass cavalry with archers)","Fast Feudal, camel archers vs cataphracts (use House of Wisdom for eco; watch for olive oil rush; if no rush, 2 TC with siege and Scholars)",,,,,,,,,,,,,
"byzantines vs ayyubids",,,"Fast Feudal, olive oil eco with cataphract rush (watch for Ayyubid horsemen; if no horsemen, cavalry with archers)",,"Rush horsemen, harass eco (strike fast; watch for Byzantine cataphracts; if no cavalry, mass Mamluks with siege)",,,,,,,,,,,,
"byzantines vs byzantines",,,"Fast Feudal, olive oil eco with cataphract rush (watch for cataphracts; if no rush, cistern boom with archers)",,,"Fast Feudal, olive oil eco with cataphract rush (watch for cataphracts; if no rush, cistern boom with archers)",,,,,,,,,,,
"byzantines vs chinese",,,"Fast Feudal, cataphracts with cistern eco (watch for Nest of Bees; if no scouts, olive oil boom with siege)",,,,"Dark Age scout harass, Nest of Bees rush (watch for cataphracts; if no boom, fast Feudal with archers)",,,,,,,,,,
"byzantines vs delhi_sultanate",,,"Rush cataphracts, deny Scholar eco (watch for war elephants; if no elephants, mass cavalry with siege)",,,,,"Fast Feudal, war elephants with Scholar push (tap into gold eco; watch for Byzantine cataphracts; if no rush, fast Castle with towers)",,,,,,,,
"byzantines vs english",,,"Rush cataphracts, harass farms (watch for longbowmen; if no longbows, olive oil eco with knights)",,,,,,"Mass longbowmen rush, early archer production (watch for cataphracts; if no rush, turtle with boom)",,,,,,,
"byzantines vs french",,,"Rush cataphracts, deny trade (watch for knights; if no knights, cistern boom with archers)",,,,,,,"Fast knights rush, secure trade with eco edge (watch for cataphracts; if no rush, fast Castle with trade posts)",,,,,,
"byzantines vs holy_roman_empire",,,"Rush cataphracts, deny relics (watch for prelate infantry; if no relics, cavalry with siege)",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for cataphracts; if no rush, boom with crossbowmen)",,,,,
"byzantines vs japanese",,,"Rush cataphracts, counter samurai (watch for samurai; if no samurai, cistern boom with archers)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for cataphracts; if no rush, mass samurai with siege)",,,,
"byzantines vs jeanne_darc",,,"Rush cataphracts, disrupt eco (watch for knight conversions; if no knights, cavalry with monks)",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for cataphracts; if no rush, boom with monks)",,,
"byzantines vs malians",,,"Cistern boom, counter infantry with cataphracts (watch for Musofadi; if no rush, cavalry with siege)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for cataphracts; if no boom, mass infantry with cattle)",,
"byzantines vs mongols",,,"Rush cataphracts, deny trade (watch for Mangudai; if no Mangudai, cistern boom with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for cataphracts; if no rush, expand trade with steppes)",
"byzantines vs order_of_the_dragon",,,"Rush cataphracts, counter knights (watch for siege units; if no knights, cavalry with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for cataphracts; if no rush, siege with crossbowmen)",
"byzantines vs ottomans",,,"Rush cataphracts, disrupt military schools (watch for Janissaries; if no early push, cistern boom with siege)",,,,,,,,,,,,,,"Early horsemen, transition to Great Bombards (watch for cataphracts; if countered, add spears to defend siege)",,
"byzantines vs rus",,,"Cistern boom, counter archers with cataphracts (watch for horse archers; if no archers, cavalry with siege)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for cataphracts; if no boom, hunt with boyars)",
"byzantines vs zhu_xis_legacy",,,"Rush cataphracts, harass eco (watch for cavalry rush; if no rush, cistern boom with archers)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for cataphracts; if no rush, dynasty with siege)"
"chinese vs abbasid_dynasty",,,,"Dark Age scout harass, transition to Nest of Bees (watch for Abbasid camels; if no boom, fast Feudal with fire lancers)","Rush spears and archers, counter Nest of Bees (watch for early scouts; if no pressure, 2 TC boom with camels)",,,,,,,,,,,,,
"chinese vs ayyubids",,,,"Dark Age scout harass, transition to Nest of Bees (watch for Ayyubid horsemen; if no horsemen, fast Feudal with siege)",,"Rush horsemen, kill scouts early (strike fast; watch for Nest of Bees; if no scouts, mass Mamluks with archers)",,,,,,,,,,,,
"chinese vs byzantines",,,,"Dark Age scout harass, transition to Nest of Bees (watch for Byzantine cataphracts; if no boom, fast Feudal with archers)",,,"Fast Feudal, cataphracts with cistern eco (watch for Nest of Bees; if no scouts, olive oil boom with siege)",,,,,,,,,,
"chinese vs chinese",,,,"Dark Age scout harass, transition to Nest of Bees (watch for Nest of Bees; if no rush, fast Feudal with fire lancers)",,,,"Dark Age scout harass, transition to Nest of Bees (watch for Nest of Bees; if no rush, fast Feudal with fire lancers)",,,,,,,,,,
"chinese vs delhi_sultanate",,,,"Dark Age scout harass, transition to Nest of Bees (watch for war elephants; if no elephants, fast Feudal with siege)",,,,,"Fast Feudal, war elephants with Scholar push (boost gold eco; watch for Nest of Bees; if no rush, fast Castle with towers)",,,,,,,,
"chinese vs english",,,,"Fast Feudal, fire lancers with Nest of Bees (watch for longbowmen; if no longbows, fast Feudal with knights)",,,,,,"Mass longbowmen rush, early archer production (watch for Nest of Bees; if no rush, turtle with boom)",,,,,,,
"chinese vs french",,,,"Fast Feudal, Nest of Bees with spears (watch for knights; if no knights, fast Feudal with fire lancers)",,,,,,,"Fast knights rush, secure trade with eco strength (watch for Nest of Bees; if no rush, fast Castle with trade posts)",,,,,,
"chinese vs holy_roman_empire",,,,"Rush scouts, deny relics (watch for prelate infantry; if no relics, fast Feudal with fire lancers)",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for Nest of Bees; if no rush, boom with crossbowmen)",,,,,
"chinese vs japanese",,,,"Fast Feudal, Nest of Bees rush (watch for samurai; if no samurai, fast Feudal with fire lancers)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for Nest of Bees; if no rush, mass samurai with siege)",,,,
"chinese vs jeanne_darc",,,,"Rush scouts, harass eco (watch for knight conversions; if no knights, fast Feudal with monks)",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for Nest of Bees; if no rush, boom with monks)",,,
"chinese vs malians",,,,"Fast Feudal, Nest of Bees with boom (watch for Musofadi; if no rush, fast Feudal with fire lancers)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for Nest of Bees; if no rush, mass infantry with cattle)",,
"chinese vs mongols",,,,"Rush scouts, deny trade (watch for Mangudai; if no Mangudai, fast Feudal with fire lancers)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for Nest of Bees; if no rush, expand trade with steppes)",
"chinese vs order_of_the_dragon",,,,"Fast Feudal, Nest of Bees with spears (watch for knights/siege; if no knights, fast Feudal with fire lancers)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for Nest of Bees; if no rush, siege with boom)",
"chinese vs ottomans",,,,"Rush fire lancers, disrupt military schools (watch for Janissaries; if no early push, Nest of Bees with siege)",,,,,,,,,,,,,,"Janissaries with spears, counter fire lancers (watch for Nest of Bees; if pressured, add siege engineering for rams)",,
"chinese vs rus",,,,"Fast Feudal, Nest of Bees with boom (watch for horse archers; if no archers, fast Feudal with fire lancers)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for Nest of Bees; if no rush, hunt with boyars)",
"chinese vs zhu_xis_legacy",,,,"Rush scouts, harass eco (watch for cavalry rush; if no rush, fast Feudal with fire lancers)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for Nest of Bees; if no rush, dynasty with siege)"
"delhi_sultanate vs abbasid_dynasty",,,,,"Fast Feudal, war elephants with Scholar push (tap into gold eco; watch for Abbasid camels; if no boom, fast Castle with towers)","Rush camel archers, target Scholar eco (watch for war elephants; if no elephants, 2 TC with siege)",,,,,,,,,,,,,
"delhi_sultanate vs ayyubids",,,,,"Fast Feudal, war elephants with Scholar push (boost gold eco; watch for Ayyubid horsemen; if no horsemen, fast Castle with towers)",,"Rush horsemen, deny Scholar eco (strike fast; watch for war elephants; if no elephants, mass Mamluks with siege)",,,,,,,,,,,,
"delhi_sultanate vs byzantines",,,,,"Fast Feudal, war elephants with Scholar push (tap into gold eco; watch for Byzantine cataphracts; if no rush, fast Castle with towers)",,,"Rush cataphracts, deny Scholar eco (watch for war elephants; if no elephants, mass cavalry with siege)",,,,,,,,,,,
"delhi_sultanate vs chinese",,,,,"Fast Feudal, war elephants with Scholar push (boost gold eco; watch for Nest of Bees; if no scouts, fast Castle with towers)",,,,"Dark Age scout harass, transition to Nest of Bees (watch for war elephants; if no elephants, fast Feudal with fire lancers)",,,,,,,,,,
"delhi_sultanate vs delhi_sultanate",,,,,"Fast Feudal, war elephants with Scholar push (tap into gold eco; watch for war elephants; if no elephants, fast Castle with siege)",,,,,"Fast Feudal, war elephants with Scholar push (boost gold eco; watch for war elephants; if no elephants, fast Castle with siege)",,,,,,,,
"delhi_sultanate vs english",,,,,"Elephant rush, deny farms (watch for longbowmen; if no longbows, fast Castle with knights)",,,,,,"Mass longbowmen, spears with towers (watch for war elephants; if no elephants, turtle with boom)",,,,,,,
"delhi_sultanate vs french",,,,,"Fast Feudal, war elephants with spears (watch for knights; if no knights, fast Castle with towers)",,,,,,,"Fast knights rush, secure trade with eco edge (watch for war elephants; if no rush, fast Castle with trade posts)",,,,,,
"delhi_sultanate vs holy_roman_empire",,,,,"Scholar push, deny relics (watch for prelate infantry; if no relics, fast Castle with elephants)",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for war elephants; if no rush, boom with crossbowmen)",,,,,
"delhi_sultanate vs japanese",,,,,"Elephant rush, harass eco (watch for samurai; if no samurai, fast Castle with towers)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for war elephants; if no rush, mass samurai with siege)",,,,
"delhi_sultanate vs jeanne_darc",,,,,"Fast Feudal, war elephant push (watch for knight conversions; if no knights, fast Castle with monks)",,,,,,,,,,"Fast knights rush, convert enemy units with inspiration (watch for war elephants; if no rush, boom with monks)",,,
"delhi_sultanate vs malians",,,,,"Elephant rush, deny cattle (watch for Musofadi; if no rush, fast Castle with towers)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for war elephants; if no rush, mass infantry with cattle)",,
"delhi_sultanate vs mongols",,,,,"Fast Feudal, war elephants with archers (watch for Mangudai; if no Mangudai, fast Castle with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for war elephants; if no rush, expand trade with steppes)",
"delhi_sultanate vs order_of_the_dragon",,,,,"Elephant rush, counter knights (watch for siege units; if no knights, fast Castle with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for war elephants; if no rush, siege with boom)",
"delhi_sultanate vs ottomans",,,,,"Fast Feudal, war elephants with spears (watch for horsemen; if no early push, fast Castle with towers)",,,,,,,,,,,,,,"Early horsemen, deny Scholars with Janissaries (watch for war elephants; if countered, add spears to hold ground)",,
"delhi_sultanate vs rus",,,,,"Elephant rush, deny hunters (watch for horse archers; if no archers, fast Castle with towers)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for war elephants; if no rush, hunt with boyars)",
"delhi_sultanate vs zhu_xis_legacy",,,,,"Fast Feudal, war elephant push (watch for cavalry rush; if no rush, fast Castle with siege)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for war elephants; if no rush, dynasty with siege)"
"english vs abbasid_dynasty",,,,,,"Mass longbowmen rush, early archer production (watch for Abbasid camels; if no boom, longbows with knights)","Fast Feudal, camel archers vs longbowmen (use House of Wisdom bonus; watch for council hall rush; if no longbows, 2 TC with knights)",,,,,,,,,,,,,
"english vs ayyubids",,,,,,"Mass longbowmen rush, early archer production (watch for Ayyubid horsemen; if no horsemen, longbows with knights)",,"Rush horsemen, harass farms (strike fast; watch for longbowmen; if no longbows, mass Mamluks with knights)",,,,,,,,,,,,
"english vs byzantines",,,,,,"Mass longbowmen rush, early archer production (watch for Byzantine cataphracts; if no cavalry, longbows with knights)",,,"Rush cataphracts, harass farms (watch for longbowmen; if no longbows, mass cavalry with siege)",,,,,,,,,,,
"english vs chinese",,,,,,"Fast Feudal, archers with Nest of Bees (watch for Nest of Bees; if no scouts, longbows with knights)",,,,"Dark Age scout harass, transition to Nest of Bees (watch for longbowmen; if no longbows, fast Feudal with fire lancers)",,,,,,,,,,
"english vs delhi_sultanate",,,,,,"Mass longbowmen, spears with towers (watch for war elephants; if no elephants, longbows with knights)",,,,,"Elephant rush, deny farms (watch for longbowmen; if no longbows, fast Castle with towers)",,,,,,,,
"english vs english",,,,,,"Mass longbowmen rush, early archer production (watch for longbowmen; if no longbows, turtle with knights)",,,,,,"Mass longbowmen rush, early archer production (watch for longbowmen; if no longbows, turtle with knights)",,,,,,,
"english vs french",,,,,,"Longbowmen with spears, deny trade (watch for knights; if no knights, longbows with archers)",,,,,,,"Fast knights rush, secure trade with eco edge (watch for longbowmen; if no longbows, fast Castle with trade posts)",,,,,,
"english vs holy_roman_empire",,,,,,"Longbowmen rush, deny relics (watch for prelate infantry; if no relics, longbows with knights)",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for longbowmen; if no longbows, boom with crossbowmen)",,,,,
"english vs japanese",,,,,,"Mass longbowmen, turtle with boom (watch for samurai; if no samurai, longbows with knights)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for longbowmen; if no longbows, mass samurai with monks)",,,,
"english vs jeanne_darc",,,,,,"Longbowmen with towers, harass eco (watch for knight conversions; if no knights, longbows with monks)",,,,,,,,,,"Fast knights rush, convert longbowmen with inspiration (watch for longbowmen; if no longbows, convert with boom)",,,
"english vs malians",,,,,,"Mass longbowmen, deny cattle (watch for Musofadi; if no rush, longbows with knights)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for longbowmen; if no longbows, mass infantry with gold)",,
"english vs mongols",,,,,,"Longbowmen with spears, deny trade (watch for Mangudai; if no Mangudai, longbows with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for longbowmen; if no longbows, trade with knights)",
"english vs order_of_the_dragon",,,,,,"Longbowmen with spears, turtle (watch for siege units; if no knights, longbows with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for longbowmen; if no longbows, siege with crossbowmen)",
"english vs ottomans",,,,,,"Mass longbowmen, turtle with boom (watch for Janissaries; if no early push, longbows with knights)",,,,,,,,,,,,,,"Fast Janissary push, from military schools (watch for longbowmen; if countered, add spears to protect Janissaries)",,
"english vs rus",,,,,,"Longbowmen with towers, deny hunters (watch for horse archers; if no archers, longbows with knights)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for longbowmen; if no longbows, hunt with boyars)",
"english vs zhu_xis_legacy",,,,,,"Mass longbowmen, harass eco (watch for cavalry rush; if no rush, longbows with knights)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for longbowmen; if no longbows, dynasty with siege)"
"french vs abbasid_dynasty",,,,,,,"Fast knights rush, secure trade with eco edge (watch for Abbasid camels; if no boom, knights with siege)","Camel archers and spears, deny trade carts (use House of Wisdom bonus; watch for knights; if no knights, 2 TC with archers)",,,,,,,,,,,,,
"french vs ayyubids",,,,,,,"Fast knights rush, secure trade with eco strength (watch for Ayyubid horsemen; if no horsemen, knights with siege)",,"Rush horsemen, deny trade carts (strike fast; watch for knights; if no knights, mass Mamluks with archers)",,,,,,,,,,,,
"french vs byzantines",,,,,,,"Fast knights rush, secure trade with eco advantage (watch for Byzantine cataphracts; if no cavalry, knights with siege)",,,"Rush cataphracts, deny trade (watch for knights; if no knights, cistern boom with archers)",,,,,,,,,,,
"french vs chinese",,,,,,,"Fast knights rush, secure trade with eco boost (watch for Nest of Bees; if no scouts, knights with siege)",,,,"Fast Feudal, Nest of Bees with spears (watch for knights; if no knights, fast Feudal with fire lancers)",,,,,,,,,,
"french vs delhi_sultanate",,,,,,,"Fast knights rush, counter war elephants (watch for elephants; if no elephants, knights with siege)",,,,,"Fast Feudal, war elephants with spears (watch for knights; if no knights, fast Castle with towers)",,,,,,,,
"french vs english",,,,,,,"Fast knights rush, harass farms (watch for longbowmen; if no longbows, knights with trade posts)",,,,,,"Longbowmen with spears, deny trade (watch for knights; if no knights, turtle with archers)",,,,,,,
"french vs french",,,,,,,"Fast knights rush, secure trade with eco edge (watch for knights; if no knights, fast Castle with trade posts)",,,,,,,"Fast knights rush, secure trade with eco strength (watch for knights; if no knights, fast Castle with trade posts)",,,,,,
"french vs holy_roman_empire",,,,,,,"Fast knights rush, deny relics (watch for prelate infantry; if no relics, knights with siege)",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for knights; if no knights, boom with crossbowmen)",,,,,
"french vs japanese",,,,,,,"Fast knights rush, harass eco (watch for samurai; if no samurai, knights with trade posts)",,,,,,,,,"Fast samurai rush, boost eco with shrines (watch for knights; if no knights, mass samurai with monks)",,,,
"french vs jeanne_darc",,,,,,,"Fast knights rush, secure trade (watch for knight conversions; if no knights, knights with monks)",,,,,,,,,,"Fast knights rush, convert knights with inspiration (watch for knights; if no knights, convert with boom)",,,
"french vs malians",,,,,,,"Fast knights rush, deny cattle (watch for Musofadi; if no rush, knights with siege)",,,,,,,,,,,"Rush Musofadi warriors, cattle boom (watch for knights; if no knights, mass infantry with gold)",,
"french vs mongols",,,,,,,"Fast knights rush, deny trade (watch for Mangudai; if no Mangudai, knights with cavalry)",,,,,,,,,,,,"Mangudai rush, secure trade routes (watch for knights; if no knights, trade with cavalry)",
"french vs order_of_the_dragon",,,,,,,"Fast knights rush, trade with spears (watch for siege units; if no knights, knights with siege)",,,,,,,,,,,,,"Fast knights rush, deploy siege weapons early (watch for knights; if no knights, siege with boom)",
"french vs ottomans",,,,,,,"Fast knights rush, counter Janissaries (watch for siege engineering; if no early push, knights with trade posts)",,,,,,,,,,,,,,"Siege engineering with rams, counter knights with Janissaries (watch for trade routes; if pressured, add spears)",,
"french vs rus",,,,,,,"Fast knights rush, harass hunters (watch for horse archers; if no archers, knights with siege)",,,,,,,,,,,,,,,"Horse archer rush, focus hunting eco (watch for knights; if no knights, hunt with boyars)",
"french vs zhu_xis_legacy",,,,,,,"Fast knights rush, secure trade (watch for cavalry rush; if no rush, knights with trade posts)",,,,,,,,,,,,,,,,"Rush cavalry, dynasty boom (watch for knights; if no knights, dynasty with siege)"
"holy_roman_empire vs abbasid_dynasty",,,,,,,,"Fast infantry rush, grab relics with Prelates (watch for Abbasid camels; if no boom, infantry with siege)","Rush camel archers, deny relic collection (use House of Wisdom bonus; watch for prelate infantry; if no relics, 2 TC with archers)",,,,,,,,,,,,,
